i,j,vx,vy
187,76,0.0344132,0.0964559
27,154,0.0271571,0.0295609
220,93,-0.0489397,-0.0878908
103,46,0.110502,0.0634508
98,135,0.0140002,-0.103384
129,57,-0.0401662,-0.0431539
51,166,-0.0291233,0.0845417
178,22,0.00986629,0.021714
117,18,-0.108723,0.010737
34,18,-0.0384963,-0.010992
141,169,0.050006,-0.0218355
5,197,-0.000449386,0.00831419
194,198,-0.0369038,-0.109909
1,94,0.0299838,-0.00551936
215,175,-0.0579638,-0.0361687
83,4,0.0541438,0.0557105
145,132,0.0800199,-0.00374425
142,82,0.0213002,0.00781247
28,212,-0.0113301,-0.0625304
22,59,0.0143615,0.0782469
195,60,-0.105754,0.0102545
179,189,-0.0422321,-0.048828
204,158,0.0249076,0.0391029
68,212,-0.0727658,-0.00632778
93,175,-0.079646,-0.005673
65,24,0.00137023,0.00320514
144,35,-0.0855954,0.0153575
49,120,-0.0187342,-0.0559583
9,197,-0.0280064,0.0442565
136,122,0.124318,0.013394
27,152,0.0506405,0.0399572
131,47,-0.0526775,-0.0124853
49,72,-0.0534681,-0.0164618
206,159,0.00574924,0.00453884
187,52,0.0525508,-0.146384
33,62,-0.0411917,-0.0875623
52,39,0.0360096,0.0364177
74,218,0.0714355,-0.116521
222,116,-0.0783242,-0.0296824
79,29,-0.0361086,-0.0177609
211,104,0.0239427,0.00801965
182,136,0.0335359,0.0160671
66,138,0.0589028,0.0016472
195,94,-0.0718927,0.0381683
135,138,-0.0318297,0.0587393
76,108,0.00303361,-0.170054
183,10,0.129806,-0.000846148
60,205,0.0515358,0.0341726
156,153,0.0644598,-0.0235126
197,161,-0.00987111,0.0854656
169,203,0.0104633,0.035055
156,191,-0.00765605,-0.015849
134,205,0.0707867,0.105641
68,141,-0.124345,0.0754191
26,159,0.0476879,-0.105063
146,202,-0.104226,-0.0388615
82,145,-0.0432608,-0.0129563
126,169,-0.0331492,-0.0527064
20,209,-0.0840989,-0.0429846
53,64,-0.0879362,-0.0317442
214,23,-0.0696568,0.00782985
9,143,-0.0926943,-0.00235939
0,196,-0.0204729,0.00883387
74,69,0.0318583,0.00224968
26,94,-0.139124,0.00333005
207,162,-0.144857,0.0779207
70,58,-0.0352356,-0.0659357
25,10,0.0247136,0.024788
68,85,-0.0050664,-0.0978931
78,150,0.07681,0.026837
201,122,0.0207271,-0.0482134
166,10,0.051472,-0.0651715
163,2,-0.0527422,-0.0284883
34,66,0.0325243,-0.00159918
-1,89,-0.0228708,-0.0575306
219,222,0.0171741,-0.0616787
202,37,-0.0540918,0.0836416
64,106,0.0384303,0.0810483
179,221,-0.017525,0.036388
66,171,-0.0197687,-0.0712037
40,1,0.0606764,-0.0124147
160,143,-0.0547563,-0.0210715
88,171,-0.123279,0.0182273
27,220,-0.0968587,-0.0560966
151,74,0.0220055,0.127887
77,110,0.0449881,0.0329239
174,191,0.0362542,-0.00351751
9,222,-0.0896405,0.076484
74,151,0.00647615,0.044284
163,146,0.0231532,0.0585832
179,74,0.0187576,0.0492983
183,161,-0.0221495,0.00911695
66,106,0.0757704,-0.0723451
197,222,0.0419513,-0.0393102
16,184,0.0868948,-0.0165145
17,191,0.0670622,-0.0325005
74,36,-0.0447017,-0.0641976
87,20,-0.00310864,-0.0137897
95,18,-0.0635874,-0.0825892
66,145,-0.0329486,-0.0282855
191,32,0.00450615,-0.000880252
86,70,0.0151308,0.0369737
70,137,0.0507595,0.0265669
127,32,0.0885563,-0.0832875
186,29,0.0109602,0.078734
140,105,-0.0330607,0.0513518
196,195,0.0104626,0.0199467
54,20,0.0722271,-0.00522569
144,75,0.0958134,-0.084699
87,33,-0.0746049,-0.00356998
33,157,0.106398,0.00120833
130,136,-0.0181851,0.0041277
102,178,-0.0400936,-0.00472268
103,84,-0.0154469,-0.108437
155,30,-0.00464224,-0.0234328
176,210,-0.0357605,0.0609995
110,139,-0.00669158,-0.0356518
143,209,-0.0442451,0.0555711
166,185,-0.00669659,-0.0340029
187,137,-0.0359788,0.0154782
40,16,-0.0080571,-0.113394
213,176,0.160675,0.0403007
215,88,0.117589,-0.0411692
148,154,-0.117003,0.0730434
48,139,-0.000988501,0.0617658
62,161,0.0135654,0.0683439
103,100,0.00630912,0.0223032
58,53,-0.0740353,0.0311045
76,41,-0.0176847,-0.0545486
131,174,-0.0744998,0.0258016
30,183,-0.0364144,0.0445765
144,62,-0.0584459,-0.0300345
188,7,-0.0302444,0.0172281
50,182,-0.00263136,-0.0557647
210,155,0.00993976,-0.00442534
207,112,0.0624676,0.107755
179,10,0.0594903,-0.0436417
16,71,0.0794294,0.0419668
108,97,-0.0686555,0.0734382
115,219,0.0500106,-0.0316886
125,148,-0.159529,-0.0587088
118,188,0.0407505,-0.0153654
94,58,0.0329703,-0.0442551
74,202,-0.0463345,0.105231
191,64,-0.0180231,-0.0073635
206,208,-0.129675,-0.0828263
173,34,-0.0435245,0.0497283
64,141,-0.115762,-0.0734876
124,157,0.0432194,-0.0326839
35,214,-0.00481318,-0.0462895
210,181,-0.0380371,0.0635435
67,157,-0.0324792,-0.0097698
47,139,-0.0588615,-0.00832572
64,72,0.0180668,0.00986091
60,70,-0.150551,-0.00912428
44,101,0.000589217,0.00888229
213,179,-0.0410478,0.0936783
173,198,-0.00869082,-0.0537582
141,60,0.0306234,-0.0447273
14,178,0.0218464,0.0162895
77,104,-0.0612436,-0.0190388
30,149,-0.107025,0.0163284
21,158,-0.0568876,0.0683667
141,83,-0.00777932,-0.12181
113,104,-0.0628712,-0.115054
72,166,-0.0586536,-0.00396786
6,83,-0.0954293,-0.036339
0,40,-0.0531442,-0.0519658
27,157,-0.0361587,0.029961
151,52,0.0386273,0.107096
174,129,-0.0218507,0.0143364
210,130,-0.0761381,-0.042202
171,3,0.0428544,-0.0523884
95,144,0.0656364,0.0319771
31,9,-0.0427321,0.0590997
41,181,-0.0304645,-0.105447
48,166,0.0151883,0.0429066
8,77,0.00572831,-0.0609049
198,142,-0.00683895,0.01371
189,133,0.0279164,-0.112448
184,43,-0.0102412,-0.0605337
72,23,0.0181545,0.0463592
197,183,-0.0315153,0.0988687
181,34,-0.0462264,-0.0982689
57,52,0.0313042,-0.0391478
29,47,-0.000878363,0.00808471
110,17,0.000872524,0.0484642
115,76,-0.113165,-0.0465799
182,87,-0.050455,0.0274172
34,92,-0.159736,-0.0573891
158,125,0.0458395,-0.098112
24,91,0.110058,-0.0619565
108,70,-0.0499351,0.0136999
71,36,-0.0303928,-0.018649
90,9,-0.0230211,-0.00186433
47,136,0.0180963,0.00885269
156,14,-0.0483781,0.0400071
78,12,0.063565,-0.0541708
215,89,0.105985,0.0292173
14,8,0.0294692,-0.0346252
79,86,-0.0506485,0.0389896
23,111,0.0618004,0.0115247
34,78,-0.0363747,0.0650083
187,139,-0.0825452,0.0486662
55,105,0.0593844,0.0602922
140,100,-0.0439008,0.0085568
60,42,0.0280548,0.0300977
13,58,0.14057,-0.0949106
100,2,0.0997645,0.0545787
158,114,-0.0347795,0.0289213
43,55,-0.00459565,-0.0396441
173,71,-0.0842238,-0.010635
143,43,-0.0314356,0.0256225
151,171,-0.033232,0.0332314
203,53,-0.0520971,-0.0254219
217,29,-0.0855801,0.0133013
181,91,-0.00880693,-0.0911973
223,83,-0.00775611,0.0164803
94,43,0.0182119,-0.0885838
106,198,-0.0423885,-0.0216661
57,111,-0.0349338,-0.0549882
52,65,0.00394384,-0.00648895
158,7,0.07822,0.0941279
155,78,-0.00796073,0.0664774
28,77,0.00907744,-0.0227127
54,104,0.0507163,-0.0672976
50,143,0.00697481,-0.0358593
133,87,-0.0234514,0.0245693
194,152,0.0571341,0.0358562
111,36,0.0489402,0.013806
70,177,-0.068575,-0.069386
85,172,-0.0546507,0.018015
140,132,-0.0355483,0.0810095
210,164,-0.0256739,-0.0352607
172,58,-0.0487133,-0.000578281
19,152,-0.0148017,0.0663032
208,29,0.0106136,-0.0135943
215,48,-0.0341425,0.0641358
72,49,-0.00826745,-0.0278126
78,80,0.0731197,-0.0456779
154,138,-0.043099,0.0747062
58,99,-0.100188,-0.0549993
175,204,-0.104609,0.0739651
190,164,-0.00767479,0.0024918
121,11,0.0328378,0.00290887
189,129,0.00172456,0.0424625
64,66,-0.106503,0.00318236
206,20,-0.0300163,0.0429081
140,41,0.0341096,-0.00227712
72,194,0.0246071,0.0325166
177,34,-0.0114149,-0.0768859
121,176,0.0780129,-0.0371031
39,209,0.0781176,-0.0235556
196,151,0.00466271,-0.00541935
23,33,0.055387,0.021206
72,51,-0.0118683,0.00946532
65,98,-0.0245834,0.00538568
97,91,-0.00562752,-0.0708752
8,101,-0.128199,-0.154479
121,204,-0.0690531,0.00312317
21,69,-0.0173736,-0.0605333
182,159,-0.00971622,0.0501462
140,65,-0.00844295,-0.00746378
149,180,0.104469,-0.00474704
21,159,-0.055359,0.0133977
198,190,-0.0827713,0.0691534
44,135,-0.0372569,0.0197346
21,75,-0.0605775,0.048935
183,222,0.00412114,-0.00524379
211,217,0.0163377,0.0433901
141,150,0.0591103,0.0188869
168,17,0.0979032,-0.0546613
173,150,-0.0558904,-0.0776184
10,198,0.000399473,0.0266924
111,2,-0.0662887,-0.00170343
147,136,0.0610374,-0.0379906
175,1,-0.0356944,0.013236
221,183,-0.0667847,0.0256486
143,97,0.0408132,-0.0334244
41,193,-0.0435673,0.029946
37,178,-0.0435038,0.0644583
47,215,-0.0838602,0.041348
62,206,0.0186897,0.0539838
131,49,-0.0297106,0.00698181
125,206,0.0338762,0.0737449
170,62,-0.0174273,0.0394492
179,220,0.076917,0.00448972
98,110,-0.100359,0.015104
17,55,0.0761975,0.0446896
56,215,0.0739055,-0.122233
213,154,0.0244238,-0.117026
137,113,-0.0222782,-0.0204964
134,114,0.0371324,-0.00319074
148,70,-0.0825057,-0.0338502
17,51,0.0696941,-0.0917591
171,126,-0.00432249,0.0828181
19,176,-0.0232325,-0.0480642
205,156,-0.116718,0.0351721
50,162,0.104768,0.0661827
2,221,0.0384077,-0.0466799
151,140,-0.0474613,0.030064
201,159,0.0679718,-0.122077
5,202,0.0262551,0.0272558
145,81,0.0107609,0.0159031
18,27,-0.0342834,-0.0174554
172,178,0.0257073,-0.00185941
212,2,0.0394134,0.0447643
121,85,-0.0584187,0.0801546
41,175,-0.0428658,-0.0955069
175,4,-0.00735521,-0.0175465
89,145,-0.0193328,0.0584832
153,137,0.0568926,0.00892952
122,147,-0.0877519,0.014478
190,173,-0.0231677,0.0461097
151,42,-0.0258962,0.0161213
218,64,-0.0192347,4.30032e-05
76,214,-0.00552142,0.0153111
128,160,-0.0170521,0.091105
77,7,0.00131989,-0.01496
77,208,0.0565871,0.0385417
171,99,0.0908026,0.0282085
177,139,-0.0226367,0.0267129
13,65,-0.0146803,-0.0330318
32,143,0.0165198,-0.00627562
182,132,-0.0193479,0.079961
38,24,0.0516846,-0.065763
10,203,0.0300044,-0.0358108
198,30,0.00553381,-0.0142955
11,61,0.0775942,0.0332319
11,164,0.00268368,0.0472937
18,52,0.0700422,0.040213
115,221,0.068673,0.0141545
97,75,0.0141936,0.0361579
61,89,-0.0352708,0.0346275
36,17,0.0341112,-0.0285713
151,14,0.0324501,0.0350119
126,68,-0.0595227,-0.017328
35,158,0.0245978,0.017975
189,131,-0.0221229,-0.00315132
35,151,0.0302279,0.0697091
4,174,-0.0739411,0.000895758
74,159,0.110876,0.0681969
110,77,0.0397272,-0.124757
174,155,-0.038303,-0.0756233
117,97,-0.00423991,-0.0119278
74,179,-0.0114727,0.0121928
203,52,0.0285366,-0.0273827
139,40,-0.0455318,-0.0558689
132,106,0.127636,-0.0402719
136,124,-0.149981,-0.0764173
129,111,-0.0437146,-0.00117127
35,139,-0.166607,-0.00926412
178,174,0.0820311,-0.0315058
-1,167,0.0221318,-0.0677971
1,165,-0.0580218,0.0309335
195,80,-0.0697526,-0.0839624
35,163,-0.0105907,-0.0369788
123,138,0.0130739,-0.00244467
165,175,-0.0478304,0.0319496
164,218,0.102924,0.0548521
79,35,-0.0618457,0.00978104
29,6,0.0438896,0.00202019
60,36,0.0755465,-0.0401081
180,9,0.0267394,-0.032247
180,21,-0.0398081,-0.034348
35,149,-0.0217775,-0.0529625
173,218,-0.0613656,-0.0640331
190,163,0.00724884,0.04882
199,37,0.0423627,-0.0394778
101,2,-0.13397,0.0870551
215,201,-0.0570813,0.0429472
153,63,0.00232228,-0.0505099
111,66,0.00306547,0.0639184
77,57,-0.0765777,-0.00208347
28,83,-0.0298517,0.0395741
133,0,0.0318516,-0.0375527
139,127,0.0270819,-0.0276786
142,108,-0.0530582,-0.0408431
39,96,0.00144427,-0.129681
44,48,0.0673973,0.024137
84,111,0.0449301,-0.057344
112,86,0.0315563,-0.174067
46,109,0.0397283,-0.0595094
61,211,-0.0148111,-0.00401688
172,64,0.00607859,-0.0628041
119,199,-0.013286,-0.00357551
13,16,-0.0039681,-0.0618504
132,32,0.0675405,0.0331863
42,126,0.0634187,-0.0193766
188,51,-0.000816119,-0.0221639
101,91,-0.0056075,0.0921805
122,13,0.018561,0.0136325
57,24,0.042803,0.0346669
4,107,-0.0125323,-0.0878172
82,204,0.000712553,0.0177509
204,144,0.0756925,-0.0118294
142,188,-0.102268,0.0169286
39,50,0.0126404,-0.00314786
184,86,-0.180938,-0.0297676
205,88,-0.0153258,0.0411994
3,40,0.00782028,0.141453
4,70,-0.0521971,-0.0691099
11,219,0.0254198,-0.090438
0,3,0.0523977,0.0297049
96,155,0.0680816,0.00719236
72,219,0.0259199,0.0256393
75,70,-0.0492112,0.074229
101,132,0.0469441,0.0630466
15,157,0.0213336,-0.0673107
35,28,-0.0108675,0.0691571
203,74,-0.014786,0.0639471
191,11,-0.0188407,0.0161542
15,135,-0.00109769,0.0549373
33,210,0.0862832,-0.0240868
19,58,-0.0141905,0.0521695
139,126,-0.0316434,0.0113716
16,124,-0.00386659,0.00499388
82,197,-0.0191071,-0.0467303
170,129,-0.0415558,0.00615869
192,116,-0.00935431,0.038118
212,93,-0.0193587,-0.0386889
124,196,0.0129127,-0.0439157
162,70,-0.0747182,0.0664565
163,15,0.0731826,0.00752688
102,48,-0.0133223,-0.0662903
10,206,-0.140643,0.0841565
91,146,-0.00377935,-0.0093365
101,13,0.101867,-0.0533103
78,160,0.123943,0.0316257
219,188,-0.00843253,0.0155165
84,200,-0.0151667,0.0670936
181,137,-0.0599174,-0.0726267
184,99,-0.0551024,0.0656174
110,60,-0.011325,0.0733764
222,96,0.0641701,-0.0567027
148,22,-0.0226998,0.0639667
38,62,0.0378746,-0.00685348
211,187,-0.045483,-0.00920174
184,138,0.0667443,0.0412406
33,3,-0.00128902,0.0162662
163,65,0.0496228,0.0142947
110,92,0.0075443,0.0164225
29,99,0.0229145,0.0417376
12,172,0.0510758,-0.0851886
66,50,0.012563,-0.0263364
51,15,-0.0471062,0.0830327
165,84,0.0284047,-0.0210198
36,20,0.02147,-0.00750112
66,111,-0.0325778,0.0569744
33,190,0.0514847,-0.122998
31,3,-0.0263268,0.0382023
101,176,-0.0133823,0.000449308
220,99,-0.0814895,-0.0316084
60,52,-0.11059,-0.0712572
192,219,-0.00110678,0.0483505
57,205,-0.0842819,0.0781133
106,174,-0.0424769,0.0177645
201,148,0.0175967,-0.010213
132,169,0.0598811,-0.0369449
48,133,-0.0976277,-5.67703e-05
76,173,-0.0186285,-0.00274285
26,60,0.0102985,0.0548286
28,4,-0.0398977,0.00188491
204,57,0.0117762,-0.0148559
56,2,0.0345879,-0.0169331
189,98,0.0188518,-0.0902441
195,93,0.0242978,-0.0268923
113,152,-0.01021,-0.0388157
49,68,-0.0867139,-0.0011516
90,215,0.0283553,-0.036595
63,183,0.0020756,-0.0699848
97,6,0.0546197,-0.0434972
141,13,-0.106842,0.0515724
45,117,0.0147131,0.069502
196,164,-0.0552522,0.181924
125,146,-0.0021357,0.105139
205,21,0.0569775,-0.0690166
39,132,-0.0147801,-0.0153141
167,204,0.0692244,0.0342649
93,30,-0.0416342,-0.00731153
121,68,0.0161966,0.0713625
27,11,-0.000431267,0.0304833
176,195,0.0224404,0.0624027
174,207,0.0519941,-0.0735916
19,53,0.0308788,-0.0898537
31,127,-0.0690587,-0.0562642
142,93,0.0448502,-0.0434038
156,203,0.0728376,0.0450724
47,152,0.0348533,0.0127452
106,204,0.0511216,-0.0324828
135,129,0.080944,0.055576
48,115,-0.000994756,0.0566301
142,106,0.0143066,-0.115828
73,116,0.015173,-0.00135742
125,140,-0.0261173,0.164347
46,197,0.0330444,-0.087216
150,192,-0.0303198,-0.0176488
118,19,0.100563,0.044504
195,111,-0.0221978,0.0398176
192,194,0.0240934,0.145269
132,145,0.0561107,-0.0120249
112,178,0.0565957,0.0357305
113,-1,-0.0272471,0.000159134
139,11,-0.016409,0.00864728
206,140,0.0261161,0.0278948
135,120,-0.0771868,0.0143362
143,208,0.0494541,-0.0536857
195,171,-0.00744511,-0.0257838
203,178,0.0363082,0.0767954
149,87,-0.129066,-0.101568
174,122,-0.0575182,0.0854638
81,15,0.0298559,0.0135405
-1,-1,-0.017203,-0.00594386
3,154,0.0544033,0.025156
144,219,0.0309926,-0.039931
185,151,0.10324,0.0428826
35,12,0.0064343,-0.0641504
175,28,0.00646629,0.0343266
111,103,-0.0221269,-0.0295722
101,193,-0.0134596,-0.0137357
70,125,-0.00226929,0.141314
144,26,-0.152999,-0.0733724
74,93,0.0111424,-0.0942769
9,52,-0.0342012,0.0322286
138,153,0.051178,0.131061
51,154,0.0225926,-0.0551037
79,219,0.030718,-0.0468644
108,91,-0.0898932,-0.0391707
116,78,0.00514102,-0.139642
43,71,0.0842122,-0.0361848
127,216,-0.0922067,-0.0759049
204,70,0.082703,-0.0381518
99,55,-0.0552625,-0.0738447
164,35,0.0387646,-0.0467955
90,42,0.0498682,0.0367838
132,47,-0.00842833,-0.0843498
212,68,0.0671759,0.00116785
129,52,0.0315416,0.101945
79,124,0.11237,0.0515123
91,102,-0.0113408,0.0295309
146,43,0.146517,-0.0391214
142,180,-0.174298,0.133597
18,69,-0.0328759,0.0612593
125,22,-0.11463,-0.0287802
18,109,-0.117336,0.0454142
201,223,0.0673823,-0.0744049
153,106,-0.0859121,0.0226095
73,45,0.0341494,0.0141782
167,13,-0.0589831,-0.01927
85,19,0.00445498,-0.103645
152,41,-0.0277439,-0.0018819
70,141,-0.122373,-0.114818
105,136,0.09751,-0.0274741
5,166,0.0997,-0.0264375
159,138,-0.0197541,-0.0153486
200,123,0.0133079,-0.0489259
46,121,-0.0176232,0.0430911
6,47,0.0261703,0.0835687
114,162,-0.00471509,0.0325516
162,63,-0.0135815,-0.00245206
161,49,0.0532182,0.00944186
155,89,-0.0352873,0.022121
99,120,0.0253744,-0.230242
100,199,0.013488,-0.0554236
63,116,-0.0140585,-0.0477393
47,89,0.047488,0.0230463
106,118,-0.009917,-0.00183421
86,20,0.0416841,0.0342436
196,148,0.0620478,0.0722011
58,137,-0.0702837,-0.140399
114,72,-0.0066687,0.00400821
146,34,-0.0988512,-0.0452204
115,80,-0.0474249,0.0588744
175,115,-0.0194609,0.0345777
76,44,-0.0052722,0.0447558
71,84,0.0958496,0.0445319
177,91,-0.0348109,-0.0570049
68,162,-0.00343898,0.0107439
151,118,-0.0255536,-0.012468
100,179,-0.013127,-0.0181673
106,181,0.0480796,0.0146595
210,120,0.0400056,0.0708959
134,1,-0.00259246,0.0073198
72,197,-0.103597,-0.0893183
146,52,0.0211196,0.0703862
190,20,-0.0620225,-0.0838403
132,56,0.0874874,0.0310047
125,53,0.00681448,0.0177331
204,133,0.0198819,0.0315714
143,139,0.089394,0.130883
52,49,0.0140721,0.0361573
27,30,-0.00437016,-0.0615452
23,8,-0.0676027,0.0345643
37,10,-0.0114998,0.0305868
147,6,-0.0573518,0.0255593
176,40,-0.140083,0.0132672
140,95,-0.0154214,-0.00162975
136,110,0.0227233,0.012885
-1,162,0.00978597,-0.0340612
117,82,-0.018258,0.0870093
187,4,0.0599915,0.0783939
193,148,0.0214609,0.0483708
54,38,0.0132328,0.157907
210,116,-0.00810713,0.121388
34,4,-0.0449145,0.0107781
176,22,0.0202937,-0.09178
122,135,-0.00361907,-0.0572139
41,87,-0.100236,0.0560971
190,77,0.0146828,0.0251179
154,120,-0.00941095,-0.0633458
164,87,0.0607811,-0.0739853
135,106,-0.0397012,0.0614052
158,78,-0.036483,0.0175126
103,62,0.00674667,-0.030701
115,196,-0.0369088,0.0129041
83,109,-0.112293,0.00294933
46,219,-0.0147906,-0.0620364
189,110,0.000607034,-0.0621913
199,105,-0.021159,0.00323361
86,181,0.026901,-0.030337
208,116,0.0145438,0.0561688
216,4,0.0204116,-0.0175881
71,127,0.0276889,-0.0151796
133,54,0.00352695,0.0115833
118,106,-0.066674,0.00897284
201,153,-0.122087,-0.0265607
183,35,-0.0561164,-0.0504844
14,28,0.0435673,0.0261678
94,156,-0.0485376,0.0273791
143,184,0.0731221,-0.0322576
205,107,-0.0659532,0.009462
70,91,-0.0081618,0.105184
174,85,-0.069347,0.0157947
152,43,-0.00371936,-0.0143061
147,179,0.00364208,-0.0154406
43,78,0.00759168,0.0741952
121,116,-0.0714765,-0.0262372
133,151,-0.110317,0.0362175
43,17,-0.0677896,-0.0158563
196,102,0.0759377,0.118566
203,49,0.0583797,-0.060673
106,42,-0.0408987,0.0571532
52,115,0.0356372,0.0207717
160,181,0.000224741,-0.0722582
198,159,-0.0318728,-0.0664445
106,202,-0.031573,0.0108663
215,103,-0.0570686,0.00573996
7,186,-0.0316357,-0.0114474
135,222,-0.0307144,-0.109907
81,203,0.00297099,0.0300565
109,106,-0.050665,-0.0082993
62,137,0.0335673,-0.0318338
97,90,-0.00835498,-0.0361402
45,46,-0.0382108,-0.0518601
189,143,0.0368612,0.0633041
165,82,-0.00110848,-0.0025979
145,100,-0.0261149,-0.0212497
194,95,-0.00990044,0.0626031
204,155,-0.0613939,-0.0586435
166,98,-0.0523734,-0.00712026
65,123,0.0510713,-0.0544813
36,206,-0.0144274,-0.104767
115,126,0.00399889,-0.054979
23,87,-0.0270934,0.0193353
130,55,0.0289022,0.0169504
123,56,0.0510739,0.0295169
39,39,-0.0316174,-0.0436509
184,11,-0.0664323,0.00790086
112,81,-0.0225498,-0.0294448
141,0,0.0236709,0.043363
148,130,-0.0208007,-0.019833
210,13,-0.14163,0.0216766
88,207,-0.0683934,-0.0245381
160,101,0.00599914,-0.0322585
39,222,-0.128264,-0.0400938
210,82,0.0175981,-0.00363581
30,159,-0.0301455,-0.0777648
134,149,-0.0356561,0.0753009
0,65,0.0357894,0.127604
101,223,0.0971149,0.0230285
191,33,0.0642015,0.0133484
98,17,0.00346883,-0.0235566
96,179,0.0213627,0.0182197
112,172,0.0182757,0.0138797
121,203,-0.112783,-0.0720079
25,143,0.0445084,-0.0322485
35,176,0.0280861,0.00735197
202,89,0.0337748,-0.0786534
41,215,0.00570988,0.0775249
64,32,-0.0346305,-0.110085
19,27,-0.0889088,0.0966465
133,26,0.0314698,0.0640201
66,177,-0.00772391,0.0327353
187,28,0.0129772,-0.00902517
198,113,0.0357738,0.0690845
137,103,-0.0964765,-0.0016192
23,161,0.0761339,0.0463058
210,94,0.118788,0.0464081
46,79,-0.0850652,0.0149044
117,87,0.0563655,0.0178967
150,77,-0.103222,0.0897504
112,76,0.0420104,0.0189262
64,190,-0.0820185,-0.0382272
31,199,0.0677893,0.0501234
105,223,0.0246736,-0.0517441
37,72,-0.00721245,-0.0831166
199,92,0.0156152,-0.0996842
197,45,0.0205702,-0.0820608
111,43,-0.0825291,0.00464867
8,118,0.0469493,-0.0238906
13,6,-0.0507838,-0.0396026
111,114,0.027258,-0.0266723
82,151,0.0404626,0.119524
105,113,0.0366733,-0.0149578
58,93,-0.00490923,0.0199737
124,186,-0.0952851,-0.0440034
57,47,0.0839298,-0.054084
130,41,-0.032095,-0.00800768
197,133,-0.077703,0.0652938
171,79,0.00563187,-0.112061
33,115,-0.00493925,0.130014
89,67,-0.0645847,0.13903
0,38,0.00126192,0.0679516
90,213,-0.0659868,0.0362918
201,53,-0.0147112,-0.022042
139,74,-0.000977569,0.101693
189,9,-0.0464927,-0.0893442
138,202,0.00151771,-0.0660157
157,31,0.074034,0.058843
123,42,-0.0391531,0.00307334
111,90,-0.0617897,-0.0127562
28,0,-0.0790958,0.0151804
170,49,-0.0206619,-0.0746531
52,86,0.102841,0.0116674
38,193,-0.0942372,0.0510876
203,107,0.0232949,-0.102607
215,12,-0.0223399,0.0224183
59,178,-0.0346587,-0.0690351
189,74,-0.0298805,0.0507376
18,107,0.0405098,-0.0555735
76,130,-0.0536425,0.0138007
143,92,-0.00025305,-0.0538274
23,81,-0.0920656,-0.0108541
90,193,-0.00186838,0.0669112
53,170,-0.0486907,-0.00574041
182,142,0.13213,-0.0373767
104,25,-0.00380962,-0.0453839
145,147,-0.0117142,-0.000353812
134,127,0.0166237,0.150239
186,77,-0.00539196,0.0127731
115,131,-0.000128303,-0.0361729
135,187,0.0636308,0.00870906
123,125,0.0151188,-0.0321548
210,54,0.0672141,0.0427812
39,51,-0.0351414,0.0364094
156,124,0.0826282,0.0135354
140,188,0.0337639,0.0857205
27,177,0.123894,0.0124526
53,181,-0.028629,0.105933
120,25,-0.0483176,-0.0479263
121,92,0.00738802,-0.097584
193,223,0.0978257,0.0088169
165,128,-0.0703877,0.0512823
76,77,-0.0661675,0.0303808
60,32,-0.024299,-0.130252
173,168,-0.00156756,-0.0593853
168,125,-0.0502713,-0.0161364
154,187,0.0204939,0.0588022
59,54,-0.0397254,0.0357966
105,211,-0.0249406,-0.033928
139,174,-0.0330489,-0.053036
132,37,-0.00978903,0.0355163
56,201,-0.0371383,-0.0728344
128,196,0.0566906,-0.033895
145,71,0.106574,-0.0884271
7,158,0.00884696,-0.0250205
130,218,-0.0693166,-0.0398485
197,108,-0.0135313,0.0148996
187,202,0.0444427,0.0596676
57,16,-0.023185,-0.0660292
126,27,0.0167067,0.0123759
134,146,0.0473551,0.189045
137,158,-0.0185457,0.0382562
158,124,0.0310019,0.0281439
124,32,-4.9388e-05,-0.0203132
204,171,0.0886617,-0.0407668
60,179,0.0477316,0.0828327
130,83,0.0051727,0.00219341
78,67,-0.0813251,-0.0131904
97,186,0.0121873,0.0438093
188,144,0.00625608,-0.0125196
218,127,-0.00701204,-0.0318588
5,161,-0.0804751,0.000573152
135,12,0.0221133,0.0770882
177,115,0.0134828,-0.036203
127,41,0.0754961,0.0197575
222,75,-0.0358891,0.0558318
1,19,-0.00664169,-0.0453994
35,187,-0.0408672,0.0818746
126,29,0.0835623,0.0155063
162,8,-0.0216791,0.014145
7,107,0.0314612,-2.40866e-05
133,2,0.0212519,-0.123665
55,167,-0.0192176,0.0317819
43,109,-0.0366601,0.00605591
102,141,0.0137003,0.0262843
15,94,0.106279,0.0622714
104,142,0.0331295,0.00712756
24,57,0.00104184,-0.0544091
110,16,0.0412454,0.109796
147,126,0.172376,0.123975
186,144,0.0155419,-0.00684923
192,195,0.029139,0.0142594
108,15,-0.019003,-0.0625017
201,19,0.0874424,-0.0818189
148,144,-0.112151,-0.003187
123,24,-0.0961518,-0.0219816
62,197,-0.0277206,0.101289
42,164,0.0129342,-0.00610056
171,127,-0.0465177,0.0302977
69,194,0.198428,-0.0203687
142,173,-0.00750676,-0.0709024
155,0,-0.147487,-0.0531984
145,122,0.0298698,0.00678231
46,175,0.0415288,0.00296309
134,24,0.0222878,0.0951247
120,96,0.0888914,-0.0698105
5,150,0.0443532,0.0547334
77,209,-0.0947208,-0.0158976
100,1,0.0543617,0.0346116
190,16,-0.00574379,-0.0657383
165,78,0.0528802,0.0520962
158,80,-0.0278304,0.0491088
65,124,0.062884,0.0987106
18,67,0.00619869,0.0335567
83,213,-0.0124126,-0.0243404
10,221,0.0734165,0.0024677
